Date,Time,Booking ID,Customer ID,Booking Status,Vehicle Type,Pickup Location,Drop Location,Vehicle Turn Around Time,Customer Turn Around Time,Cancelled Ride by Customer,Cancelled Ride by Driver,Reason of Cancellation By Customer,Reason of Cancellation By Driver,Incomplete Rides,Reason for Incomplete Ride,Booking Amount,Payment Method,Ride Distance,Driver rating,Customer rating,Driver ID,Wait Time,Surge Multiplier
2025-05-26,04:39:24,BIDABANTHKD,CIDZXZDTWKQ,Completed,Auto,Emilychester,Samuelbury,18.23,10.85,No,No,None,None,Complete,None,363.02,Cash,37.68,4.4,3.0,DIDCYY7ZNNF,1.0,1.2
2025-04-21,01:57:24,BID748O2E38,CIDF6X9RWZD,Completed,Auto,Samuelbury,Seanburgh,24.46,14.51,No,No,None,None,Complete,None,697.98,Cash,11.17,4.8,4.7,DIDPK25YPXE,8.56,1.2
2025-02-17,17:49:39,BIDZZM1ZZZB,CIDNZOE2R52,Completed,Mini,Cherylhaven,Port Jeremyberg,16.64,14.97,No,No,None,None,Complete,None,292.69,Net Banking,43.3,4.7,3.9,DIDLC4NGASX,15.3,1.2
2025-02-08,16:17:07,BIDLX9K1LU3,CIDNC9CXBIS,Completed,Auto,Thomasfort,North Brian,10.44,11.1,No,No,None,None,Complete,None,621.09,UPI,31.62,4.5,3.1,DIDQXXUCM4L,14.87,1.5
2024-10-16,16:21:02,BIDDQCL8TM3,CIDQLFFLJ5T,Completed,Sedan,Coreyburgh,South Anthonymouth,23.09,6.6,No,No,None,None,Complete,None,728.47,Cash,5.85,3.4,4.1,DIDWDZP4CAH,0.09,1.2
2024-10-07,19:18:18,BID3EEHU19O,CIDCN7UVPYP,Completed,Bike,Moorefurt,Samuelbury,24.83,10.96,No,No,None,None,Complete,None,73.35,Cash,2.48,4.6,3.3,DIDG47R6CQ3,3.48,1.0
2025-01-19,15:08:51,BIDV48FKTPD,CIDIQ1WL0VJ,Completed,SUV,Stephenmouth,Cherylhaven,15.53,6.14,No,No,None,None,Complete,None,443.81,Wallet,42.39,4.2,3.1,DIDI35V2T0Z,1.66,1.2
2025-05-22,03:14:41,BID0KAAHDBA,CIDFWL94OIC,Completed,Sedan,West Douglas,Davisland,12.4,11.7,No,No,None,None,Complete,None,433.97,Credit Card,38.64,3.3,3.7,DIDUN1GHYW8,15.72,1.0
2024-10-24,10:57:08,BIDVD4WZMCZ,CIDCPCOW79V,Cancelled,Sedan,West Douglas,Simpsontown,11.04,11.33,No,Yes,None,Other,Complete,None,109.48,Net Banking,37.88,4.5,3.1,DIDP0G6I0DF,6.24,1.0
2025-04-03,13:34:51,BIDYEWH2QWS,CIDCFVUITUL,Completed,Auto,Kennethburgh,Stanleyton,17.4,3.79,No,No,None,None,Complete,None,351.54,Cash,35.16,4.7,4.3,DIDQNBVL5G8,16.69,1.2
2025-05-28,14:38:47,BIDBSTNXOYK,CIDJB5SAJM0,Cancelled,Mini,Andreachester,New Kevinberg,27.33,9.21,No,Yes,None,Vehicle breakdown,Complete,None,557.1,UPI,36.15,4.5,3.3,DID9KIT7ZK8,15.62,1.0
2024-08-17,08:12:36,BIDZ3KYUPVR,CIDG671HFNT,Completed,Sedan,Jonesberg,Samuelbury,9.33,12.85,No,No,None,None,Complete,None,728.16,Credit Card,44.51,4.5,4.6,DIDQSO2JI4P,15.64,1.5
2025-01-05,18:15:30,BIDM62XZS4R,CIDD5DOYDQM,Cancelled,Auto,Aguirrefort,New Harold,14.19,4.1,No,Yes,None,None,Complete,None,532.86,Net Banking,42.59,4.9,3.7,DIDNK93N54X,12.75,1.0
2024-11-16,03:13:46,BID33RO9265,CIDO9VPUHM0,Completed,Auto,Aguirrefort,Cherylhaven,8.19,11.93,No,No,None,None,Complete,None,720.22,Wallet,14.8,4.1,4.0,DID6GSRQ9GE,13.11,2.0
2024-09-07,20:28:23,BID211BILFM,CIDVEW1K4XQ,Cancelled,SUV,Johnfort,New Robert,18.07,10.09,No,Yes,None,Other,Complete,None,202.31,Cash,26.79,4.4,3.0,DIDYY9NMPOE,0.32,1.2
2024-12-02,14:58:58,BIDG1C8O75S,CID1KDQAPYD,Completed,Bike,Simpsontown,Christineton,21.71,10.91,No,No,None,None,Complete,None,85.81,Wallet,38.23,3.2,3.9,DID53FT74RK,1.64,1.0
2025-01-18,18:23:44,BIDB3AOEBKY,CIDDZHQRYQ0,Cancelled,Mini,Kimberlyfurt,New Kristin,11.58,13.09,No,Yes,None,None,Complete,None,176.42,Credit Card,2.38,3.2,3.1,DID74QD6YOM,4.74,1.0
2025-04-26,23:45:51,BIDMHF60IKO,CID8JCRL4EM,Completed,Mini,West Douglas,Mcmahonbury,15.18,1.09,No,No,None,None,Complete,None,646.75,Credit Card,25.44,3.0,4.3,DIDBXCG3C94,3.48,1.0
2025-04-04,17:23:02,BIDWHX731BE,CIDDBJFPMWG,Completed,Mini,Martinezmouth,Mcmahonbury,9.67,14.09,No,No,None,None,Complete,None,597.35,UPI,19.3,3.1,3.9,DIDNFUUFOQK,19.07,2.0
2025-03-16,11:01:02,BIDRRVFHB3K,CIDW095YVPS,Completed,Auto,Harrisshire,New Leslieville,5.18,4.09,No,No,None,None,Complete,None,694.17,UPI,10.74,4.7,4.8,DID2WQWHWUQ,14.02,1.2
2024-08-15,13:44:52,BIDF5YE70BE,CIDNPF206ZY,Completed,Sedan,Clineburgh,Samuelbury,17.57,3.02,No,No,None,None,Complete,None,630.75,UPI,4.51,3.9,4.8,DID345XMSLN,14.65,2.0
2024-08-28,03:15:14,BIDLHWQYVZ0,CIDIBBJK708,Incomplete,SUV,East Ashley,Thomasfort,27.4,14.92,No,No,None,None,Incomplete,None,244.64,Wallet,32.11,4.2,3.7,DIDADLOBUWV,19.38,1.5
2025-03-24,19:33:19,BIDW7XAND7O,CIDV37ED4U8,Cancelled,Auto,Port Jeremyberg,Christinafurt,13.24,9.0,Yes,No,Other,None,Complete,None,443.28,Net Banking,34.14,4.7,3.1,DIDBYCIROQ8,4.73,2.0
2025-04-18,16:15:41,BIDJZS9JLC4,CID5AT85UMZ,Completed,Auto,North Alejandrostad,Stanleyton,14.05,7.6,No,No,None,None,Complete,None,90.9,UPI,22.94,3.2,4.4,DIDQM1PEOF9,18.93,1.0
2024-11-11,10:25:23,BIDZ25TLC4M,CIDLVLD7UO8,Completed,Auto,Lake Matthewville,Thomasfort,16.32,8.2,No,No,None,None,Complete,None,59.82,UPI,16.16,3.3,5.0,DID9RRSE17O,12.25,1.0
2025-04-19,06:32:12,BIDHLSRGFQ3,CIDTN49L56V,Incomplete,Bike,Davisland,Rhodesbury,25.85,3.16,No,No,None,None,Incomplete,Vehicle issue,288.98,UPI,13.53,3.4,4.8,DID4AUTGA1O,14.97,1.0
2025-04-12,03:42:31,BID8GB0NA2G,CIDYLUHL75Q,Completed,Bike,South Emmaview,Johnfort,9.14,8.76,No,No,None,None,Complete,None,263.05,Net Banking,18.23,4.6,4.7,DID832ZZGFU,9.3,1.0
2024-09-01,05:15:05,BIDPA96AVFK,CIDML058U4U,Completed,SUV,Davisland,Port Mackenzie,16.69,8.1,No,No,None,None,Complete,None,778.07,Cash,28.88,4.1,4.7,DID1MJR2R1W,0.27,2.0
2024-09-09,06:07:33,BID9M7CCKQB,CIDK8Y3KHP8,Completed,SUV,Davistown,Andreachester,19.3,11.87,No,No,None,None,Complete,None,135.81,Cash,13.32,4.9,3.8,DIDQLR7A5F4,17.74,1.5
2025-04-28,03:15:33,BIDZDBBQX71,CIDMUPPRXSP,Completed,Bike,Andreachester,Rhodesbury,20.1,9.49,No,No,None,None,Complete,None,115.46,Wallet,19.69,3.4,3.6,DIDFOBFY98H,1.57,1.0
2024-10-31,03:11:38,BIDCYGCCCA8,CID9Q4859A2,Completed,Sedan,Davisland,Cherylhaven,25.46,12.44,No,No,None,None,Complete,None,251.28,Net Banking,41.91,4.9,4.8,DIDJBQCPM5R,0.5,2.0
2025-05-09,07:40:39,BIDDOWQMR6M,CID7ROUUZCQ,Completed,Auto,New Barbarafort,South Anthonymouth,9.13,10.52,No,No,None,None,Complete,None,617.38,UPI,1.98,3.2,3.7,DIDACYPTMMX,2.88,1.2
2025-03-24,01:29:17,BIDKY71VP5Y,CIDCYCSZOK5,Completed,Mini,Clineburgh,Simpsontown,16.36,8.93,No,No,None,None,Complete,None,548.48,Net Banking,40.17,4.8,4.5,DIDNYMY0OTH,13.67,1.5
2024-08-07,11:01:46,BID0KK2FVJI,CIDE4JM1DIE,Completed,Mini,Port Mackenzie,West Emily,29.98,10.38,No,No,None,None,Complete,None,756.51,Credit Card,21.19,4.2,4.8,DIDMG982KDZ,10.18,1.0
2025-02-05,10:54:04,BIDPJA563JX,CID38EH2BNS,Completed,Auto,Harrisshire,New Leslieville,11.3,14.98,No,No,None,None,Complete,None,494.27,Wallet,11.11,3.9,3.0,DIDH2WJ0B76,2.73,1.2
2025-03-21,09:40:33,BID5DMDGHHO,CID6MVLB2HQ,Completed,Auto,Seanburgh,New Barbarafort,12.85,6.29,No,No,None,None,Complete,None,416.52,UPI,18.91,3.4,3.3,DIDVE2RKCZ7,19.92,1.0
2025-04-15,04:27:49,BID9LP7DG5T,CID9CSN85RL,Completed,Auto,Katieland,Seanburgh,15.45,5.71,No,No,None,None,Complete,None,241.94,Credit Card,17.35,4.6,4.9,DIDCMQ41UI2,14.95,1.0
2024-09-08,20:51:46,BIDVG6GCCZE,CID7DH87PST,Completed,SUV,North Alejandrostad,New Kristin,10.39,6.05,No,No,None,None,Complete,None,348.26,Wallet,48.43,3.0,4.0,DIDG8EBYC3G,0.95,1.5
2025-02-19,02:47:14,BIDNYNZYX9J,CID725TOE0B,Completed,SUV,Robertsmouth,Lake Lisatown,16.09,8.81,No,No,None,None,Complete,None,615.4,Credit Card,12.2,3.9,4.0,DID9GCUHMN8,4.63,1.0
2025-05-30,09:34:08,BIDRKPAPY4A,CID5LQGEMG0,Completed,SUV,South Emmaview,New Robert,13.95,8.51,No,No,None,None,Complete,None,242.81,Wallet,6.57,3.4,3.6,DID9AHLSFUG,9.2,1.5
2024-12-30,14:47:13,BID1QF8F12H,CIDJZDMZKFF,Completed,Mini,Kennethburgh,North Brian,12.65,1.46,No,No,None,None,Complete,None,249.12,Wallet,39.75,3.2,4.9,DIDXDDJYPB1,12.82,2.0
2025-03-01,02:56:52,BIDR8O4ZY2N,CIDOGIKJ8PN,Completed,Auto,West Emily,Cherylhaven,10.62,3.03,No,No,None,None,Complete,None,269.22,Credit Card,34.86,4.4,3.8,DIDWCINXU3S,16.46,1.0
2024-11-04,05:53:06,BIDY245O5B7,CIDVP4EJ3PV,Completed,Sedan,East Ashley,Kimberlyfurt,5.07,11.66,No,No,None,None,Complete,None,369.53,Wallet,9.23,3.9,4.0,DIDDT4VZKFB,0.54,1.2
2025-04-08,22:44:31,BIDX17CNBL9,CID0EU7JFS2,Completed,SUV,Mcmahonbury,Lake Lisatown,19.29,2.77,No,No,None,None,Complete,None,299.69,Cash,20.33,3.5,4.1,DIDVKY0KE4P,2.03,1.5
2024-10-10,10:46:56,BIDB2VSQKDY,CIDASKGSGY2,Completed,SUV,Christineton,Kevinhaven,24.39,11.34,No,No,None,None,Complete,None,518.85,Cash,46.7,4.8,4.9,DIDN6MUM6H9,7.8,2.0
2024-12-26,22:47:39,BIDPY0GTYM0,CIDMMPLBCTX,Completed,Auto,Port Mackenzie,Jonesberg,22.65,7.32,No,No,None,None,Complete,None,681.76,Credit Card,26.29,4.0,3.9,DIDJEA27OZE,6.67,1.0
2025-05-04,16:28:35,BIDATWI8EWU,CIDB4NGLCHL,Completed,SUV,West Emily,Kimberlyfurt,11.79,14.51,No,No,None,None,Complete,None,131.09,Net Banking,1.03,3.3,4.0,DIDWIH1UPAU,6.72,2.0
2025-01-04,11:29:18,BIDXFJ238CS,CIDSFBVXK02,Completed,Sedan,Johnfort,Port Jeremyberg,27.07,11.7,No,No,None,None,Complete,None,497.33,Cash,19.08,4.1,4.2,DIDVM73C0TE,5.14,1.5
2025-01-09,22:48:59,BIDTEIRJYBL,CIDIK4VBSYJ,Cancelled,Mini,Clineburgh,Gibsonport,7.9,10.52,Yes,No,Driver delayed,None,Complete,None,159.71,Wallet,33.74,3.7,4.1,DIDZF327QE3,3.73,2.0
2024-08-31,13:51:52,BIDZMFUI0AJ,CID7BWBKSMW,Completed,Sedan,Clineburgh,Christineton,12.21,12.01,No,No,None,None,Complete,None,672.79,Cash,49.48,3.0,5.0,DIDKRO1SVUB,13.5,1.2
2024-07-03,21:52:03,BIDNYCCV4T6,CIDVF22VVF1,Completed,SUV,Katieland,Coreyburgh,20.19,12.04,No,No,None,None,Complete,None,91.55,UPI,24.48,4.6,4.9,DID454WS0K6,6.81,1.0
2024-11-11,06:48:48,BIDP0JC1U9A,CIDHGCNSZUT,Completed,Bike,Martinezmouth,Port Jeremyberg,20.65,14.05,No,No,None,None,Complete,None,366.15,Cash,24.47,4.0,3.1,DID8SAB7F6X,13.42,1.0
2024-07-09,02:56:09,BIDZ2S63RKX,CIDBTO44KJN,Completed,SUV,New Kevinberg,Stephenmouth,28.04,8.32,No,No,None,None,Complete,None,366.12,Credit Card,39.47,4.8,4.7,DIDRJ3NUO7G,7.01,2.0
2025-01-04,01:11:15,BID1XSCB28X,CIDUF60NFFE,Completed,SUV,Coreyburgh,Seanburgh,19.12,6.0,No,No,None,None,Complete,None,540.44,Wallet,17.6,4.4,3.5,DIDDLVW49WD,4.23,1.2
2025-04-27,03:16:47,BIDQYT7KIR4,CIDSUJAMK02,Completed,Auto,Simpsontown,Andreachester,23.85,4.47,No,No,None,None,Complete,None,74.71,UPI,33.23,4.4,3.4,DID6K1XD0MV,13.51,1.0
2025-02-22,01:30:22,BIDSQXLAQIC,CIDG4BB37H6,Completed,Bike,Gibsonport,Coreyburgh,28.64,10.4,No,No,None,None,Complete,None,360.04,Wallet,49.83,4.4,4.0,DIDUT8VBIXQ,19.34,1.5
2025-04-16,10:07:40,BID3L62OPZY,CIDTXGQM7WV,Completed,SUV,Port Mackenzie,Stephenmouth,13.52,2.72,No,No,None,None,Complete,None,520.96,Net Banking,42.23,3.3,5.0,DID74ILDYQH,18.66,1.0
2024-06-30,15:52:31,BIDUEI7K9HH,CIDOM20PSG3,Completed,Bike,Davisland,Rhodesbury,14.16,1.32,No,No,None,None,Complete,None,101.26,Credit Card,10.91,4.5,3.3,DIDZXRAL9VZ,18.77,2.0
2024-06-26,22:06:10,BIDBKMIS0B6,CIDTC64V9IW,Cancelled,Auto,New Leslieville,South Anthonymouth,21.83,5.62,No,Yes,None,Stuck in traffic,Complete,None,80.46,Credit Card,12.59,3.8,3.1,DIDME6WYCJK,1.37,1.0
2025-03-24,14:25:40,BID8SLRH0SI,CIDF4WIW3Q9,Completed,Sedan,Mcmahonbury,Stanleyton,11.43,4.5,No,No,None,None,Complete,None,712.83,Net Banking,46.28,3.3,3.2,DIDNSFUECN6,15.12,1.2
2025-03-17,00:54:15,BID0AQXAV22,CIDXC42YQRV,Cancelled,SUV,South Anthonymouth,Davistown,28.09,11.84,No,Yes,None,Vehicle breakdown,Complete,None,119.1,UPI,30.82,4.7,4.9,DIDJMKXOJMN,17.19,1.0
2025-03-06,16:13:16,BID0IQWV7L2,CIDMK53ZRPA,Completed,Bike,Rhodesbury,Lake Lisatown,29.31,2.49,No,No,None,None,Complete,None,543.66,Net Banking,48.74,3.3,3.1,DIDQDAO831B,10.21,1.0
2025-04-11,14:22:41,BIDRCEHMTNN,CIDQOX4XJ1U,Completed,SUV,West Douglas,Lake Lisatown,19.85,1.66,No,No,None,None,Complete,None,639.07,Cash,16.26,3.6,3.5,DID6R01FTCF,4.49,1.5
2025-04-04,21:25:27,BIDX52UHRP7,CIDO7DEYBVE,Cancelled,SUV,New Kevinberg,New Harold,22.19,13.07,No,Yes,None,Stuck in traffic,Complete,None,463.93,Credit Card,24.23,3.6,3.9,DID584UEQCO,16.91,1.0
2024-09-16,05:13:45,BIDNBRUIB7D,CID30Z77SGH,Completed,SUV,Simpsontown,Emilychester,18.11,5.35,No,No,None,None,Complete,None,499.51,UPI,28.76,4.8,4.1,DIDQEQZIGU0,4.11,1.5
2025-01-09,03:27:13,BID1G6ERD7G,CIDTOK0EJDX,Completed,Bike,Christineton,Cherylhaven,23.11,3.14,No,No,None,None,Complete,None,799.54,UPI,41.76,3.4,4.2,DIDJCLIIJTZ,12.41,1.0
2024-11-14,10:05:15,BID0GCY7QSF,CIDQEO6LNW7,Cancelled,Sedan,South Emmaview,Cherylhaven,24.31,10.08,Yes,No,Change of plans,None,Complete,None,557.02,UPI,49.1,4.6,3.3,DIDLLBZHW8I,9.74,1.0
2025-03-04,18:17:44,BID4K2KRSUF,CID8FD6ECRK,Incomplete,Sedan,North Brian,Christineton,22.72,8.76,No,No,None,None,Incomplete,None,133.29,Credit Card,49.58,5.0,4.4,DIDJXTNJLSU,10.03,1.0
2024-11-15,04:21:55,BID0RVGDDDQ,CIDMIYJC0ID,Completed,Sedan,Stanleyton,East Christopher,20.34,2.96,No,No,None,None,Complete,None,546.06,Wallet,11.49,3.8,3.5,DIDINQ57NBE,12.1,2.0
2025-01-21,02:52:44,BIDHGBHBKCQ,CIDM9MVV0EV,Completed,Sedan,Martinezmouth,Samuelbury,6.12,10.99,No,No,None,None,Complete,None,729.93,Cash,41.09,3.0,4.1,DIDB1YUZETB,5.85,1.5
2025-03-23,08:50:42,BID76R7K8NZ,CIDL97P0NJ5,Completed,Mini,Kevinhaven,Andreachester,14.03,7.34,No,No,None,None,Complete,None,620.93,Cash,14.74,3.1,4.1,DID3QZG1M76,10.97,1.5
2024-09-08,03:08:09,BIDZS7YD1MP,CIDNDYKSBON,Completed,Auto,Seanburgh,North Alejandrostad,24.72,8.2,No,No,None,None,Complete,None,142.27,Net Banking,43.97,3.5,4.0,DIDE6BPKKL4,9.89,1.5
2024-09-06,13:49:23,BIDHI8YV1QS,CID2WRGFQ5Y,Completed,Bike,Moorefurt,Lake Matthewville,19.12,2.62,No,No,None,None,Complete,None,163.53,Wallet,49.15,4.8,4.1,DIDCZ1XPQ4N,2.23,1.0
2024-07-25,00:38:18,BID7KNPO9SI,CIDZGJQFPR9,Completed,Mini,New Harold,New Barbarafort,24.2,10.4,No,No,None,None,Complete,None,709.03,Cash,10.87,3.9,4.6,DIDMBOGNREG,7.85,2.0
2024-11-09,03:17:39,BIDY5CTA0L8,CID8SZ5J3O7,Completed,Sedan,Lake Lisatown,Emilychester,26.51,6.47,No,No,None,None,Complete,None,215.13,UPI,49.58,4.2,4.6,DIDDN0J7V34,7.56,1.0
2024-06-16,06:11:42,BIDWSLLD0YW,CID51EPZ11R,Completed,SUV,New Harold,East Christopher,5.47,13.58,No,No,None,None,Complete,None,188.35,Wallet,41.28,3.5,3.9,DIDUB8H4344,14.03,1.2
2024-06-14,13:43:23,BID2KGU8JB6,CIDD1ZAYHN7,Completed,SUV,Kimberlyfurt,Lake Lisatown,12.4,12.82,No,No,None,None,Complete,None,572.71,Cash,41.47,4.9,4.5,DID08WNTY8D,2.93,1.0
2024-10-31,12:57:38,BIDB6MMK67Z,CID8THV8T9X,Completed,Sedan,South Anthonymouth,Port Mackenzie,27.84,4.75,No,No,None,None,Complete,None,354.97,Wallet,15.02,4.8,4.0,DIDC00XC27D,13.38,1.0
2025-01-27,19:10:39,BIDI2OCY1YX,CIDZUF5WDZG,Completed,Bike,Harrisshire,Jonathanland,15.8,10.61,No,No,None,None,Complete,None,282.03,Net Banking,32.06,4.0,3.7,DIDS49TRLTO,7.78,1.2
2024-11-21,11:34:59,BID19X1J15P,CIDS287YOBC,Completed,Bike,Stanleyton,West Douglas,16.73,11.92,No,No,None,None,Complete,None,124.24,Wallet,1.39,3.3,3.8,DID9YTTLMWY,1.6,1.5
2024-06-16,02:16:29,BIDX1N1X8DD,CIDXXC5PCGL,Completed,SUV,Cherylhaven,Kevinhaven,5.06,1.52,No,No,None,None,Complete,None,87.39,Wallet,25.68,4.7,3.5,DIDBD50J2A6,1.5,2.0
2025-01-06,22:01:34,BIDXQHPXAGB,CIDUD6VGXGI,Completed,Sedan,East Christopher,East Ashley,10.06,12.72,No,No,None,None,Complete,None,142.15,Wallet,20.67,4.8,4.7,DIDDYCPDEUB,14.88,1.2
2024-11-15,22:14:30,BID80ZLRT1W,CIDLK68O1Z9,Completed,SUV,West Douglas,Seanburgh,15.55,12.5,No,No,None,None,Complete,None,526.02,Wallet,38.05,4.4,5.0,DIDE4W9WJCF,4.13,1.0
2024-09-06,10:29:13,BIDYUNRTCHT,CIDQVYZ28NX,Completed,Mini,Kimberlyfurt,New Kevinberg,12.54,2.95,No,No,None,None,Complete,None,396.87,Cash,2.07,3.3,3.1,DID1GS6M11L,19.95,1.2
2024-12-18,09:28:05,BIDYG4OREIT,CID2BLRG44X,Completed,Auto,New Harold,Coreyburgh,28.52,2.19,No,No,None,None,Complete,None,330.02,Net Banking,25.21,4.6,3.9,DIDGUZPB1CB,15.74,1.0
2024-08-01,05:38:23,BIDDIV2X3C8,CID9MJFKVKM,Cancelled,Mini,Andreachester,Robertsmouth,8.75,1.48,Yes,No,Booked by mistake,None,Complete,None,736.69,UPI,5.43,3.1,3.6,DIDH07A4KVO,15.69,1.0
2024-09-06,12:28:02,BID449CD0WM,CID9MYRWTA9,Completed,SUV,North Brian,East Christopher,24.76,8.81,No,No,None,None,Complete,None,108.12,Net Banking,34.38,3.6,4.8,DID3OVBIVO6,13.71,1.0
2025-05-18,05:44:37,BIDN0TLM962,CIDH2EPWG9H,Completed,Bike,Kennethburgh,South Anthonymouth,9.29,14.81,No,No,None,None,Complete,None,155.45,Cash,34.72,3.6,3.4,DID3U9VXQL7,14.59,2.0
2025-02-11,06:45:36,BID5611VP6N,CIDG2FEHM3X,Completed,SUV,Port Mackenzie,Kennethburgh,16.37,12.2,No,No,None,None,Complete,None,185.58,Net Banking,3.66,4.4,4.6,DIDL51UH49C,4.86,1.0
2024-12-29,09:35:56,BID9C7QJBK1,CIDF9CGISIY,Completed,Bike,Simpsontown,Mcmahonbury,13.29,5.63,No,No,None,None,Complete,None,777.53,Wallet,16.47,3.2,3.7,DIDMICK83LJ,12.22,1.0
2024-06-30,05:50:55,BIDW11DA3U7,CID5MOI872L,Completed,Bike,East Ashley,East Christopher,28.17,3.53,No,No,None,None,Complete,None,96.61,UPI,48.56,3.3,4.6,DIDACZ8O8M1,19.13,1.5
2025-01-18,04:18:28,BID1JNHCAK0,CID31MH6EVV,Completed,Mini,Gibsonport,Emilychester,26.34,6.92,No,No,None,None,Complete,None,714.22,Net Banking,15.87,4.1,3.5,DIDCOWQKOH4,15.52,1.0
2025-05-21,13:47:20,BID3WGQZT2W,CIDJJQGG726,Completed,Auto,Christineton,West Douglas,16.65,3.33,No,No,None,None,Complete,None,458.91,Credit Card,41.22,4.0,3.4,DID0LX67W44,3.97,1.0
2025-05-22,19:08:09,BIDVTQUCWAA,CID870A52PS,Completed,SUV,Cherylhaven,Port Jeremyberg,8.98,10.01,No,No,None,None,Complete,None,536.54,Net Banking,48.23,3.5,4.6,DIDEBSNGZD3,10.76,1.0
2024-11-15,07:30:26,BID4F5OUCE7,CIDZIXEDUL8,Completed,Mini,Harrisshire,New Robert,26.61,11.31,No,No,None,None,Complete,None,388.7,Credit Card,24.96,3.2,4.7,DIDGUA607JN,16.91,2.0
2025-05-11,15:28:46,BIDMBJA6HIQ,CIDU6TB7TFL,Completed,Sedan,Lake Matthewville,Christineton,11.76,12.68,No,No,None,None,Complete,None,681.17,Wallet,2.34,4.1,3.9,DID06SWVC66,8.62,1.0
2024-10-17,08:35:29,BID3A6BMCXM,CIDBW4IEM7B,Completed,Auto,North Alejandrostad,South Emmaview,24.83,14.34,No,No,None,None,Complete,None,271.03,Cash,38.69,3.4,4.0,DIDKA89DJA5,1.95,2.0
2025-05-30,22:02:41,BIDKHJ4KXFI,CID2PYSJ0U2,Cancelled,Sedan,Moorefurt,Lake Lisatown,22.37,9.83,No,Yes,None,None,Complete,None,117.07,Wallet,4.53,4.9,3.2,DIDZQ2U9FC5,18.8,1.2
2024-10-29,10:44:17,BID3HBJF9WO,CIDE19H7CID,Completed,Sedan,Aguirrefort,Stanleyton,28.47,5.09,No,No,None,None,Complete,None,679.75,Wallet,1.04,4.9,4.6,DIDM1M1J2JA,1.55,2.0
2025-05-15,19:11:28,BID5A9OKQR2,CIDLBQPHPKP,Completed,Auto,Coreyburgh,New Barbarafort,8.56,6.32,No,No,None,None,Complete,None,335.05,Net Banking,40.53,3.4,3.4,DIDKRKEQQ4R,12.84,1.0
2024-08-07,12:00:11,BIDMKRIGYFG,CIDZQF2ZCIJ,Completed,SUV,Mcmahonbury,Port Mackenzie,25.24,9.32,No,No,None,None,Complete,None,435.57,Wallet,35.02,4.9,4.3,DIDBM0F0EC9,8.48,2.0
2024-10-13,07:47:23,BIDWMBVI3CT,CID8KGIWKO9,Completed,Sedan,Kimberlyfurt,Christineton,15.63,3.36,No,No,None,None,Complete,None,55.47,Credit Card,16.52,4.4,3.2,DID3S7SG47D,18.55,1.0
2025-03-11,09:12:55,BID7IF91S05,CIDROW5646C,Completed,Mini,West Emily,Christinafurt,9.57,7.08,No,No,None,None,Complete,None,419.75,Net Banking,34.68,4.4,4.3,DID74BGSSU6,5.96,1.5
2024-10-11,15:05:02,BIDPJ6GK42D,CIDMKJ8LRXS,Completed,SUV,New Robert,Thomasfort,11.48,14.51,No,No,None,None,Complete,None,473.43,UPI,1.94,3.1,3.7,DIDOKZ0HB91,15.63,1.2
2025-03-04,12:24:08,BID2CQ57UDB,CID4RR2DOFD,Completed,Sedan,North Brian,Martinezmouth,8.51,9.46,No,No,None,None,Complete,None,599.71,Cash,41.71,3.8,3.8,DID5QQL1GS8,16.13,1.5
2024-11-30,16:09:20,BIDIZJ3QRSS,CIDAL3YD6RJ,Completed,Mini,Jonathanland,South Emmaview,23.55,10.43,No,No,None,None,Complete,None,687.13,Net Banking,24.19,4.1,3.4,DIDQJWZMN9V,5.87,1.5
2024-09-08,18:05:32,BIDPN29SCLU,CIDH9K5SKJJ,Completed,Mini,Samuelbury,Stephenmouth,13.56,12.47,No,No,None,None,Complete,None,138.63,UPI,3.1,3.8,4.0,DIDHZM5DT0C,7.82,2.0
2024-12-05,16:36:00,BIDQJ88H1ID,CIDTY2LAZ9X,Completed,Sedan,Katieland,East Austinberg,26.28,4.78,No,No,None,None,Complete,None,247.13,Wallet,17.29,4.9,3.1,DID5RUT1327,0.47,1.0
2025-04-27,19:59:53,BIDYC840XLD,CIDHUNA8YWX,Incomplete,Auto,Robertsmouth,Christineton,8.89,10.28,No,No,None,None,Incomplete,Vehicle issue,596.79,Net Banking,27.72,4.4,4.4,DIDEVH4ZRA1,17.61,1.0
2025-02-03,06:46:31,BIDG3FKKP9D,CIDMU76C766,Completed,SUV,Kimberlyfurt,New Robert,14.07,10.12,No,No,None,None,Complete,None,625.24,Wallet,16.68,3.5,3.6,DIDXTHS3H2Y,2.74,1.5
2024-12-30,08:31:24,BIDR9XXTBI8,CIDML1DAD7J,Cancelled,Sedan,Cherylhaven,East Christopher,8.79,3.19,Yes,No,Booked by mistake,None,Complete,None,614.86,Wallet,27.57,3.9,4.6,DIDFZHFYDQW,1.08,1.5
2024-12-11,18:00:08,BID61PZ3LZ5,CIDBM8CM1RZ,Completed,Auto,Christineton,New Kristin,6.63,11.58,No,No,None,None,Complete,None,198.54,Credit Card,1.85,4.1,4.4,DID27MH1W2R,16.93,1.0
2024-07-01,22:17:31,BIDM1IHVFFH,CIDPWYLOEFK,Completed,Auto,Simpsontown,Harrisshire,29.49,1.69,No,No,None,None,Complete,None,682.3,Net Banking,37.44,4.0,4.7,DIDRG618PDK,17.94,2.0
